dwelling_id;trans_date;trans_dwelling_rooms;trans_dwelling_floor_area;trans_dwelling_storey;trans_dwelling_spaces;trans_dwelling_spaces_floor_area;trans_dwelling_price;trans_dwelling_price_m2;lon;lat;pzn_precinct;pzn_district
04242_04701;2011-04-28;3;54.3;0;;;305000;5616.94;16.8975655;52.3944969;Sw. Lazarz;Grunwald
06626_05392;2011-04-28;2;34;2;;;196000;5764.71;16.9481778;52.4524321;Naramowice;Nowe Miasto
03401_06807;2011-04-28;3;43.77;5;;;285000;6511.31;16.8629809;52.390522;Grunwald Poludnie;Grunwald
01192_08394;2011-04-28;1;25.8;4;;;208000;8062.02;16.9067596;52.4088218;Jezyce;Jezyce
11436_10902;2011-04-28;3;56.5;0;2;10.3;93520;1655.22;16.9251681;52.406374;Stare Miasto;Nowe Miasto
06113_11097;2011-04-28;2;29.47;3;;;170000;5768.58;16.9506224;52.3980078;Rataje;Stare Miasto
06135_12284;2011-04-28;3;37.6;2;;;180000;4787.23;16.943766;52.388396;Rataje;Stare Miasto
01074_08490;2011-04-29;3;58.18;4;;;324789.85;5582.5;16.9046163;52.4126837;Jezyce;Jezyce
00258_10241;2011-04-29;3;49.6;;1;8.2;192000;3870.97;16.9685369;52.3127239;Gluszyna;Stare Miasto
10362_12165;2011-04-29;5;87.99;4;;;322000;3659.51;16.968901;52.384341;Zegrze;Stare Miasto
06119_12207;2011-04-29;3;43.7;4;;;88000;2013.73;16.9474392;52.3958099;Rataje;Stare Miasto
11429_12301;2011-04-29;3;47.3;4;1;5.4;187000;3953.49;16.914903;52.380775;Wilda;Wilda
04210_00731;2011-05-04;2;35.6;3;;;230000;6460.67;16.872381;52.398396;Grunwald Poludnie;Grunwald
04999_01071;2011-05-04;3;51.7;5;;;230000;4448.74;16.8740369;52.401598;Grunwald Poludnie;Grunwald
07303_02311;2011-05-04;5;122.2;2;;;1000000;8183.31;16.9426299;52.4022248;Stare Miasto;Nowe Miasto
02366_04119;2011-05-04;3;53.9;;1;2.9;320000;5936.92;16.8931942;52.4573595;Podolany;Jezyce
06074_11485;2011-05-04;5;70.3;2;;;338000;4807.97;16.960507;52.384851;Zegrze;Stare Miasto
10540_11662;2011-05-04;3;48.67;6;;;237800;4885.97;16.95405;52.380047;Rataje;Stare Miasto
04028_00522;2011-05-05;;53.93;;;;272000;5043.58;16.874029;52.4011659;Grunwald Poludnie;Grunwald
02773_01260;2011-05-05;3;100.5;;2;;300000;2985.07;16.870741;52.3736849;Gorczyn;Grunwald
04040_01686;2011-05-05;3;37.5;1;1;2.3;225000;6000;16.87456;52.40455;Grunwald Polnoc;Grunwald
03432_05455;2011-05-05;4;68.5;1;;;448000;6540.15;16.8612636;52.3906474;Grunwald Poludnie;Grunwald
02188_08479;2011-05-05;2;31.97;2;;;190000;5943.07;16.8699215;52.461692;Podolany;Jezyce
10354_11945;2011-05-05;4;47.2;4;;;240000;5084.75;16.9492032;52.3824783;Rataje;Stare Miasto
04102_00813;2011-05-06;2;28.56;4;;;140500;4919.47;16.8887528;52.3878599;Sw. Lazarz;Grunwald
00444_01018;2011-05-06;3;60.5;;;;310000;5123.97;16.9118583;52.4239018;Winiary;Jezyce
06591_01305;2011-05-06;2;45.9;;1;16.9;335000;7298.47;16.949185;52.446217;Naramowice;Nowe Miasto
08445_08020;2011-05-06;4;47.6;4;1;3.3;230000;4831.93;16.9268432;52.4312023;Nowe Winogrady Poludnie;Nowe Miasto
07353_08294;2011-05-06;2;20.8;2;;;140000;6730.77;16.9296839;52.406664;Stare Miasto;Nowe Miasto
06115_11410;2011-05-06;3;37.6;4;;;209000;5558.51;16.9523109;52.393004;Rataje;Stare Miasto
10932_11459;2011-05-06;2;27.38;2;;;150000;5478.45;16.910139;52.3674323;Zielony Debiec;Wilda
10365_11699;2011-05-06;4;47.2;3;;;253000;5360.17;16.949383;52.380423;Rataje;Stare Miasto
11444_12209;2011-05-06;3;49.3;4;;;338000;6855.98;16.9170146;52.3778714;Wilda;Wilda
00259_10417;2011-05-07;3;49.1;1;1;10.4;179000;3645.62;16.9696429;52.312444;Gluszyna;Stare Miasto
04052_02396;2011-05-09;2;35.6;;;;207000;5814.61;16.882468;52.408882;Grunwald Polnoc;Grunwald
06625_02664;2011-05-09;5;97;;;;499000;5144.33;16.9422249;52.4558989;Naramowice;Nowe Miasto
01123_03855;2011-05-09;3;47.16;0;1;14.24;280000;5937.23;16.8932504;52.4124045;Jezyce;Jezyce
06583_03858;2011-05-09;3;51.09;1;;;310000;6067.72;16.9503973;52.450174;Naramowice;Nowe Miasto
05846_09898;2011-05-09;2;42.4;1;1;10;200000;4716.98;16.954469;52.4117199;Ostrow Tumski-Srodka-Zawady-Komandoria;Stare Miasto
07386_01502;2011-05-10;4;58.8;3;1;2.9;320000;5442.18;16.926282;52.4121199;Stare Miasto;Nowe Miasto
04105_01518;2011-05-10;2;34.8;1;;;220000;6321.84;16.8770797;52.3970261;Grunwald Poludnie;Grunwald
04167_02281;2011-05-10;2;45.2;3;1;15;347500;7688.05;16.8779739;52.4058519;Grunwald Polnoc;Grunwald
02796_04347;2011-05-10;3;45;4;;;150000;3333.33;16.868523;52.3895089;Grunwald Poludnie;Grunwald
10920_09388;2011-05-10;4;80.04;;;;360000;4497.75;16.894523;52.371626;Swierczewo;Wilda
10387_10217;2011-05-10;2;42.04;2;;;330000;7849.67;16.965001;52.391768;Rataje;Stare Miasto
10366_12181;2011-05-10;4;47.2;4;;;228000;4830.51;16.952334;52.3806559;Rataje;Stare Miasto
12183_12354;2011-05-10;2;40.2;9;;;240000;5970.15;16.9808048;52.3899723;Chartowo;Stare Miasto
02369_04102;2011-05-11;3;58.4;;1;4.5;325000;5565.07;16.8951002;52.4570095;Podolany;Jezyce
06122_12096;2011-05-11;3;43.34;3;;;240000;5537.61;16.9429169;52.392438;Rataje;Stare Miasto
01231_00441;2011-05-12;4;73.9;;;;305000;4127.2;16.8836054;52.4158395;Ogrody;Jezyce
07337_01901;2011-05-12;6;101.07;;;11.53;304000;3009.9;16.9331312;52.4025292;Stare Miasto;Nowe Miasto
02802_02223;2011-05-12;3;42.7;;;;200000;4683.84;16.8826686;52.3864477;Gorczyn;Grunwald
01152_02563;2011-05-12;4;60.8;0;;;344000;5657.89;16.8821185;52.415629;Ogrody;Jezyce
04069_04425;2011-05-12;3;51.5;0;1;3.3;255000;4951.46;16.871313;52.401675;Grunwald Poludnie;Grunwald
08194_05922;2011-05-12;4;52.8;3;1;3.2;309000;5852.27;16.9242244;52.4397071;Nowe Winogrady Polnoc;Nowe Miasto
09711_06412;2011-05-12;3;56.1;0;1;3.1;340000;6060.61;16.899545;52.458515;Piatkowo;Nowe Miasto
04073_06577;2011-05-12;5;61.5;2;;;255000;4146.34;16.87135;52.4060889;Grunwald Polnoc;Grunwald
05849_09664;2011-05-12;3;29.8;;;;160000;5369.13;16.9604915;52.410749;Ostrow Tumski-Srodka-Zawady-Komandoria;Stare Miasto
11470_12379;2011-05-12;3;29.8;0;1;7.9;89000;2986.58;16.9145775;52.3873019;Wilda;Wilda
04122_03446;2011-05-13;4;47.7;;1;6.2;195000;4088.05;16.8806545;52.4107035;Grunwald Polnoc;Grunwald
04163_03785;2011-05-13;2;26.6;;;;133000;5000;16.876096;52.4104679;Grunwald Polnoc;Grunwald
09176_04997;2011-05-13;5;73.6;4;;;354000;4809.78;16.9150229;52.4642599;Jana III Sobieskiego i Marysienki;Nowe Miasto
11022_09950;2011-05-13;3;51.6;;;;130000;2519.38;16.8866475;52.3674758;Swierczewo;Wilda
10933_10545;2011-05-13;4;91.9;;1;10.1;590000;6420.02;16.8967087;52.3728285;Swierczewo;Wilda
04561_00419;2011-05-16;;37;4;;;180000;4864.86;16.873582;52.408921;Grunwald Polnoc;Grunwald
06607_00611;2011-05-16;2;36;;;;170000;4722.22;16.947368;52.448245;Naramowice;Nowe Miasto
08356_00728;2011-05-16;;50;4;;;280000;5600;16.9251863;52.4278032;Stare Winogrady;Nowe Miasto
04200_00962;2011-05-16;3;37.4;4;;;204000;5454.55;16.874637;52.4083909;Grunwald Polnoc;Grunwald
04183_01866;2011-05-16;4;44.3;;;;210000;4740.41;16.8742585;52.4065908;Grunwald Polnoc;Grunwald
01173_02246;2011-05-16;3;49.6;1;1;7.9;263000;5302.42;16.8659031;52.4219608;Wola;Jezyce
07348_03240;2011-05-16;1;30.1;3;;;235000;7807.31;16.937901;52.4090439;Stare Miasto;Nowe Miasto
01145_03328;2011-05-16;4;79.6;;1;17.5;315000;3957.29;16.890878;52.413659;Jezyce;Jezyce
02363_04118;2011-05-16;4;51.2;;1;4.9;320000;6250;16.8931942;52.4573595;Podolany;Jezyce
08463_05826;2011-05-16;3;51.15;0;;;320000;6256.11;16.9555139;52.4306767;Stare Winogrady;Nowe Miasto
06621_07136;2011-05-16;4;59.1;3;;;290000;4906.94;16.938596;52.451052;Naramowice;Nowe Miasto
06605_07458;2011-05-16;4;59.1;0;;;308000;5211.51;16.944406;52.4499019;Naramowice;Nowe Miasto
05861_09481;2011-05-16;2;33.79;2;;;120000;3551.35;16.959497;52.41565;Ostrow Tumski-Srodka-Zawady-Komandoria;Stare Miasto
07373_00268;2011-05-17;4;81.15;;;;435000;5360.44;16.9333063;52.4094736;Stare Miasto;Nowe Miasto
06604_07001;2011-05-17;4;59.1;3;;;328000;5549.92;16.943364;52.4495069;Naramowice;Nowe Miasto
07377_08035;2011-05-17;5;114.64;1;;;543360;4739.71;16.9304634;52.4025108;Stare Miasto;Nowe Miasto
11476_12350;2011-05-17;1;28.8;3;1;1.5;215000;7465.28;16.9251295;52.3980472;Wilda;Wilda
07435_02504;2011-05-18;1;25.4;;;;157000;6181.1;16.9226886;52.4106325;Stare Miasto;Nowe Miasto
08216_04953;2011-05-18;2;59.32;0;;;442040;7451.79;16.95496;52.429938;Stare Winogrady;Nowe Miasto
06628_05585;2011-05-18;2;34;1;;;217000;6382.35;16.9481778;52.4524321;Naramowice;Nowe Miasto
04173_05757;2011-05-18;1;29.4;2;;;195000;6632.65;16.8926869;52.4003871;Sw. Lazarz;Grunwald
01193_08364;2011-05-18;3;57.2;2;;;180000;3146.85;16.9006569;52.4125871;Jezyce;Jezyce
11482_09851;2011-05-18;2;25.4;5;;;139000;5472.44;16.9114214;52.3887076;Wilda;Wilda
07436_06011;2011-05-19;2;29.04;3;;;193000;6646.01;16.9413159;52.4045096;Stare Miasto;Nowe Miasto
04226_07706;2011-05-19;3;49.7;2;1;3.1;263000;5291.75;16.8805519;52.4083569;Grunwald Polnoc;Grunwald
08238_08431;2011-05-19;3;46.8;5;1;2.9;220000;4700.85;16.923614;52.438125;Nowe Winogrady Polnoc;Nowe Miasto
10405_10204;2011-05-19;3;59.57;1;;;427500;7176.43;16.965001;52.391768;Rataje;Stare Miasto
06124_12245;2011-05-19;3;48.4;16;;;205000;4235.54;16.9471299;52.388149;Rataje;Stare Miasto
07384_00811;2011-05-20;5;125.7;3;;;365000;2903.74;16.929008;52.400115;Stare Miasto;Nowe Miasto
04333_01069;2011-05-20;2;41.6;4;;7;140000;3365.38;16.9052338;52.396609;Sw. Lazarz;Grunwald
02795_02305;2011-05-20;3;54.5;4;;;330000;6055.05;16.8937829;52.3863429;Gorczyn;Grunwald
00473_03571;2011-05-20;4;47.09;6;1;1.91;250000;5308.98;16.906768;52.4305959;Winiary;Jezyce
09520_04613;2011-05-20;1;31.9;1;;;199000;6238.24;16.9201334;52.46419;Piatkowo;Nowe Miasto
09215_06423;2011-05-20;4;67.2;0;1;2;265000;3943.45;16.9242959;52.4571127;Piatkowo;Nowe Miasto
07403_07138;2011-05-20;4;56.02;4;;;420150;7500;16.9382969;52.4115777;Stare Miasto;Nowe Miasto
09256_07774;2011-05-20;4;63.4;6;;;295000;4653;16.921546;52.452354;Piatkowo;Nowe Miasto
00465_07976;2011-05-20;3;49.4;0;;;250000;5060.73;16.903913;52.425356;Solacz;Jezyce
00202_09918;2011-05-20;4;62.9;;1;3.1;270000;4292.53;16.964634;52.3150769;Gluszyna;Stare Miasto
11485_10002;2011-05-20;3;67.3;;1;1.9;370000;5497.77;16.9175657;52.3920919;Wilda;Wilda
00260_10180;2011-05-20;4;60.9;;1;10.9;243000;3990.15;16.9679979;52.3128619;Gluszyna;Stare Miasto
05855_10575;2011-05-20;2;38.23;;;;199000;5205.34;16.9593133;52.4099773;Ostrow Tumski-Srodka-Zawady-Komandoria;Stare Miasto
04209_00514;2011-05-23;3;43.06;2;;;207000;4807.25;16.8685396;52.4092721;Grunwald Polnoc;Grunwald
04231_01113;2011-05-23;2;25;0;1;8;145000;5800;16.9043166;52.3939602;Sw. Lazarz;Grunwald
04185_02397;2011-05-23;2;35.8;;;;220000;6145.25;16.902893;52.400909;Sw. Lazarz;Grunwald
06595_04572;2011-05-23;3;36.4;3;1;1.6;279000;7664.84;16.9471229;52.450669;Naramowice;Nowe Miasto
03445_06267;2011-05-23;1;32;0;;;221328.62;6916.52;16.8355989;52.381575;Junikowo;Grunwald
01536_07454;2011-05-23;3;69.07;3;;;335000;4850.15;16.8981661;52.4100516;Jezyce;Jezyce
00472_07560;2011-05-23;4;48.1;8;1;2;247000;5135.14;16.907003;52.430102;Winiary;Jezyce
04186_08252;2011-05-23;3;48.7;2;2;5.1;215000;4414.78;16.900703;52.3956169;Sw. Lazarz;Grunwald
11484_09767;2011-05-23;1;17.8;;1;3.2;150000;8426.97;16.9226385;52.3869774;Wilda;Wilda
02459_10731;2011-05-23;3;51;2;1;15.4;430000;8431.37;16.9620926;52.3977348;Rataje;Stare Miasto
05875_11065;2011-05-23;3;41.6;2;;;185000;4447.12;16.96181;52.409472;Ostrow Tumski-Srodka-Zawady-Komandoria;Stare Miasto
12364_12067;2011-05-23;3;62.6;;;;267000;4265.18;17.0033772;52.3885976;Antoninek-Zieliniec-Kobylepole;Stare Miasto
04294_00214;2011-05-24;3;50.28;3;1;14;320000;6364.36;16.873753;52.4017099;Grunwald Poludnie;Grunwald
08236_02224;2011-05-24;2;34.6;;;;168000;4855.49;16.922284;52.425757;Stare Winogrady;Nowe Miasto
08241_02259;2011-05-24;3;46.9;;1;2.7;275000;5863.54;16.927291;52.4271789;Stare Winogrady;Nowe Miasto
08266_08420;2011-05-24;3;62.8;16;1;5.4;260000;4140.13;16.923413;52.442088;Nowe Winogrady Polnoc;Nowe Miasto
01154_08449;2011-05-24;2;61.1;;;;329000;5384.62;16.9046164;52.411471;Jezyce;Jezyce
11483_09719;2011-05-24;4;59.1;;1;2.6;240000;4060.91;16.9226385;52.3869774;Wilda;Wilda
10398_11968;2011-05-24;5;73.6;9;;;350000;4755.43;16.958982;52.381633;Zegrze;Stare Miasto
00206_12277;2011-05-24;3;37.4;1;1;2.4;185000;4946.52;16.967916;52.3139619;Gluszyna;Stare Miasto
09249_06728;2011-05-25;5;73.6;5;;;293000;3980.98;16.9254179;52.4578263;Piatkowo;Nowe Miasto
10391_12035;2011-05-25;3;48.8;3;;;230000;4713.11;16.962946;52.375932;Zegrze;Stare Miasto
10400_12092;2011-05-25;5;61.2;0;;;320000;5228.76;16.960504;52.3885189;Rataje;Stare Miasto
02471_12321;2011-05-25;3;68.4;5;;;650000;9502.92;16.9620926;52.3977348;Rataje;Stare Miasto
09455_01624;2011-05-26;1;39.1;3;;;287500;7352.94;16.921065;52.462546;Piatkowo;Nowe Miasto
09254_01682;2011-05-26;2;28.6;;2;21.2;183000;6398.6;16.900761;52.4580417;Piatkowo;Nowe Miasto
06615_03088;2011-05-26;3;45.9;2;;;280000;6100.22;16.9464319;52.4527669;Naramowice;Nowe Miasto
08258_03480;2011-05-26;3;49.5;2;1;3.4;277500;5606.06;16.9180834;52.4333941;Winiary;Jezyce
02220_07654;2011-05-26;5;63.4;2;;;270000;4258.68;16.88254;52.4578039;Podolany;Jezyce
00025_09363;2011-05-26;4;115;;;;543000;4721.74;16.986479;52.411204;Warszawskie-Pomet-Maltanskie;Stare Miasto
00165_09397;2011-05-26;4;52.88;;;;190000;3593.04;16.9405307;52.3690461;Staroleka-Minikowo-Marlewo;Stare Miasto
10416_10199;2011-05-26;4;60.4;4;;;263000;4354.3;16.9614486;52.3805201;Zegrze;Stare Miasto
10419_10205;2011-05-26;2;37.81;2;;;283000;7484.79;16.965001;52.391768;Rataje;Stare Miasto
10940_11072;2011-05-26;3;43.8;0;1;1.7;185000;4223.74;16.906534;52.371097;Zielony Debiec;Wilda
10385_11782;2011-05-26;4;77.25;14;;;310000;4012.94;16.94979;52.3796229;Rataje;Stare Miasto
02808_00847;2011-05-27;2;36.19;;;;176000;4863.22;16.8847761;52.3816876;Gorczyn;Grunwald
07379_01591;2011-05-27;3;50.9;4;1;2;250000;4911.59;16.927203;52.411865;Stare Miasto;Nowe Miasto
01202_05968;2011-05-27;3;48.8;3;;;290000;5942.62;16.9111242;52.4148984;Jezyce;Jezyce
09257_06191;2011-05-27;2;31.2;9;;;57135.95;1831.28;16.906955;52.4611309;Jana III Sobieskiego i Marysienki;Nowe Miasto
02814_07579;2011-05-27;2;36.6;1;;;255000;6967.21;16.891991;52.384648;Gorczyn;Grunwald
12365_10291;2011-05-27;4;71.3;;;;345000;4838.71;17.0017849;52.367982;Szczepankowo-Splawie-Krzesinki;Stare Miasto
02470_11045;2011-05-27;2;34.6;3;;;280000;8092.49;16.9666649;52.3960887;Rataje;Stare Miasto
08247_00114;2011-05-30;2;44.55;2;;;334500;7508.42;16.940444;52.425722;Stare Winogrady;Nowe Miasto
04224_00598;2011-05-30;;67;1;;;209000;3119.4;16.8958648;52.3966237;Sw. Lazarz;Grunwald
04297_01797;2011-05-30;3;36.9;;;;182500;4945.8;16.8723743;52.4118677;Grunwald Polnoc;Grunwald
08249_05924;2011-05-30;5;64.9;3;1;5.8;350000;5392.91;16.9298833;52.4321917;Nowe Winogrady Poludnie;Nowe Miasto
01203_05963;2011-05-30;4;75.77;1;;;512000;6757.29;16.9111242;52.4148984;Jezyce;Jezyce
01204_05971;2011-05-30;2;45.62;5;;;325000;7124.07;16.9111242;52.4148984;Jezyce;Jezyce
01205_06051;2011-05-30;5;125;2;1;22.7;795000;6360;16.8985626;52.4107761;Jezyce;Jezyce
09449_06192;2011-05-30;4;62.7;8;;;273000;4354.07;16.906955;52.4611309;Jana III Sobieskiego i Marysienki;Nowe Miasto
09287_06530;2011-05-30;3;48.4;0;;;267000;5516.53;16.9073188;52.4611348;Jana III Sobieskiego i Marysienki;Nowe Miasto
09253_06567;2011-05-30;4;59.1;0;;;294000;4974.62;16.921269;52.448536;Piatkowo;Nowe Miasto
01237_06864;2011-05-30;3;61.03;4;;;380000;6226.45;16.9061386;52.4176663;Jezyce;Jezyce
09251_07012;2011-05-30;4;61.3;4;;;325000;5301.79;16.926675;52.448163;Piatkowo;Nowe Miasto
02824_07230;2011-05-30;2;42;3;;;320000;7619.05;16.877429;52.390083;Grunwald Poludnie;Grunwald
08257_07292;2011-05-30;3;38.1;5;1;1.8;130000;3412.07;16.9298833;52.4321917;Nowe Winogrady Poludnie;Nowe Miasto
04371_08423;2011-05-30;3;56.5;3;1;4.18;275000;4867.26;16.8661197;52.4024317;Grunwald Poludnie;Grunwald
07391_08446;2011-05-30;4;75.28;0;1;3.1;260000;3453.77;16.933958;52.402825;Stare Miasto;Nowe Miasto
04364_08497;2011-05-30;2;56.91;3;;;275000;4832.19;16.8936077;52.3892956;Sw. Lazarz;Grunwald
00576_08501;2011-05-30;3;73.88;2;;;30000;406.06;16.9045255;52.4191688;Solacz;Jezyce
00575_08502;2011-05-30;2;74.5;3;;;30000;402.68;16.9045255;52.4191688;Solacz;Jezyce
00577_08503;2011-05-30;3;82.9;3;;;30000;361.88;16.9045255;52.4191688;Solacz;Jezyce
10420_10221;2011-05-30;2;48.05;1;;;325000;6763.79;16.965001;52.391768;Rataje;Stare Miasto
11526_11543;2011-05-30;3;50.2;3;;;253000;5039.84;16.9244388;52.3960773;Wilda;Wilda
04220_01308;2011-05-31;4;86.5;0;1;;350000;4046.24;16.8963432;52.3977229;Sw. Lazarz;Grunwald
01189_04332;2011-05-31;3;47.8;1;1;3.6;222000;4644.35;16.8933461;52.4148342;Jezyce;Jezyce
03442_05349;2011-05-31;4;53;1;1;1.85;255000;4811.32;16.8619213;52.3866898;Grunwald Poludnie;Grunwald
03078_05627;2011-05-31;3;52.1;2;;;320000;6142.03;16.870501;52.3879979;Grunwald Poludnie;Grunwald
01220_08290;2011-05-31;3;43.8;1;;;256500;5856.16;16.8999733;52.4082502;Jezyce;Jezyce
04261_00948;2011-06-01;3;48.9;;;;253000;5173.82;16.8884542;52.3933399;Sw. Lazarz;Grunwald
06638_02481;2011-06-01;3;59.1;1;;;350000;5922.17;16.946517;52.448924;Naramowice;Nowe Miasto
03440_03068;2011-06-01;2;29.1;;1;0.7;189000;6494.85;16.851741;52.3879109;Junikowo;Grunwald
07407_04590;2011-06-01;4;80.9;1;1;8.8;390000;4820.77;16.9214734;52.4170904;Stare Miasto;Nowe Miasto
08265_08492;2011-06-01;3;38.3;10;1;2;190000;4960.84;16.940126;52.4328134;Nowe Winogrady Poludnie;Nowe Miasto
11492_09790;2011-06-01;3;46.6;;1;3.4;170000;3648.07;16.9144335;52.3806776;Wilda;Wilda
02472_10743;2011-06-01;3;69.9;4;1;16.9;585000;8369.1;16.9653975;52.3981912;Rataje;Stare Miasto
09288_03297;2011-06-02;3;47.7;2;;;320000;6708.6;16.903955;52.4561859;Piatkowo;Nowe Miasto
08264_06034;2011-06-02;2;32;8;1;2.5;163000;5093.75;16.9350509;52.435888;Nowe Winogrady Polnoc;Nowe Miasto
06648_06341;2011-06-02;3;54.04;1;1;3.53;355000;6569.21;16.952713;52.444731;Naramowice;Nowe Miasto
06152_11815;2011-06-02;4;47.2;1;;;232500;4925.85;16.9609541;52.3896256;Rataje;Stare Miasto
04284_00849;2011-06-03;3;50.17;2;;;285000;5680.69;16.872296;52.3998519;Grunwald Poludnie;Grunwald
02875_02298;2011-06-03;1;33.8;1;;;203000;6005.92;16.8937829;52.3863429;Gorczyn;Grunwald
04239_04645;2011-06-03;2;26.3;4;;;140000;5323.19;16.873582;52.408921;Grunwald Polnoc;Grunwald
08259_05639;2011-06-03;3;38.1;7;1;1.3;230000;6036.75;16.9299681;52.4322279;Nowe Winogrady Poludnie;Nowe Miasto
04260_06090;2011-06-03;3;37.3;2;1;3.4;219000;5871.31;16.8696599;52.4086834;Grunwald Polnoc;Grunwald
04395_06935;2011-06-03;2;45.1;3;1;8;275000;6097.56;16.8933049;52.4020869;Sw. Lazarz;Grunwald
04358_07889;2011-06-03;3;38;1;1;2.64;160000;4210.53;16.8845801;52.3891016;Sw. Lazarz;Grunwald
06653_07999;2011-06-03;3;89.3;0;;;670000;7502.8;16.942897;52.4558675;Naramowice;Nowe Miasto
10963_09949;2011-06-03;4;51.6;;;;260000;5038.76;16.8866475;52.3674758;Swierczewo;Wilda
10435_11924;2011-06-03;3;47.2;5;;;252500;5349.58;16.970413;52.379635;Zegrze;Stare Miasto
07390_06620;2011-06-06;3;64.66;1;;;300000;4639.65;16.9408628;52.4114021;Stare Miasto;Nowe Miasto
08267_07833;2011-06-06;2;26.7;2;1;2.6;170000;6367.04;16.9298833;52.4321917;Nowe Winogrady Poludnie;Nowe Miasto
00485_08506;2011-06-06;3;77.32;3;;;503663.55;6514.01;16.909285;52.42335;Solacz;Jezyce
00262_10292;2011-06-06;3;48.6;1;1;10.5;225000;4629.63;16.9690899;52.312582;Gluszyna;Stare Miasto
06155_12333;2011-06-06;3;43.34;4;;;220000;5076.14;16.943379;52.3910429;Rataje;Stare Miasto
06159_12358;2011-06-06;1;37.9;16;;;169000;4459.1;16.958123;52.3904349;Rataje;Stare Miasto
01232_00086;2011-06-07;4;56.4;;;;190000;3368.79;16.8962402;52.4123442;Jezyce;Jezyce
04568_04303;2011-06-07;4;50.7;;;;240000;4733.73;16.8717729;52.406456;Grunwald Polnoc;Grunwald
01228_08508;2011-06-07;3;44.1;3;;;20055.12;454.76;16.8855795;52.4142825;Ogrody;Jezyce
06202_09976;2011-06-07;2;51.38;3;;;350000;6811.99;16.9583729;52.3994379;Rataje;Stare Miasto
10971_10836;2011-06-07;2;33.9;;;;167000;4926.25;16.9119129;52.3693389;Zielony Debiec;Wilda
10414_12002;2011-06-07;4;63.4;10;;;290000;4574.13;16.968372;52.385222;Zegrze;Stare Miasto
06154_12357;2011-06-07;4;47.2;4;;;220000;4661.02;16.948579;52.390189;Rataje;Stare Miasto
04288_02272;2011-06-08;6;116.7;1;1;14.8;645000;5526.99;16.878384;52.406244;Grunwald Polnoc;Grunwald
07613_02297;2011-06-08;4;80.2;;;;620000;7730.67;16.9426299;52.4022248;Stare Miasto;Nowe Miasto
03500_02410;2011-06-08;2;40.2;;1;2.2;204000;5074.63;16.850517;52.3871769;Junikowo;Grunwald
07406_08515;2011-06-08;1;23.72;1;;;154180;6500;16.937482;52.4065609;Stare Miasto;Nowe Miasto
07439_03755;2011-06-09;1;27.9;1;;;300000;10752.69;16.9277689;52.403686;Stare Miasto;Nowe Miasto
08309_05907;2011-06-09;3;38.1;8;1;2;253000;6640.42;16.943382;52.4339639;Nowe Winogrady Wschod;Nowe Miasto
04281_06679;2011-06-09;2;50.9;;;;250000;4911.59;16.897992;52.4080979;Sw. Lazarz;Grunwald
08273_06912;2011-06-09;4;65.5;4;1;2.2;290000;4427.48;16.9275959;52.436369;Nowe Winogrady Polnoc;Nowe Miasto
00489_08216;2011-06-09;3;48.7;5;1;2;240000;4928.13;16.91252;52.43365;Winiary;Jezyce
02862_08514;2011-06-09;3;35.18;2;1;0.97;149000;4235.36;16.8861082;52.3834066;Gorczyn;Grunwald
12184_11898;2011-06-09;4;62.9;9;;;272000;4324.32;16.9824759;52.389945;Chartowo;Stare Miasto
00481_01018;2011-06-10;3;60.5;;;;382000;6314.05;16.9118583;52.4239018;Winiary;Jezyce
06734_01598;2011-06-10;5;52.4;;;;240000;4580.15;16.9397011;52.445805;Naramowice;Nowe Miasto
02851_02317;2011-06-10;4;47.2;6;1;2.1;294500;6239.41;16.8825949;52.388107;Gorczyn;Grunwald
01244_03061;2011-06-10;2;27.4;;;;80000;2919.71;16.895689;52.413526;Jezyce;Jezyce
04847_03532;2011-06-10;3;37.9;1;;;210000;5540.9;16.889026;52.3931201;Sw. Lazarz;Grunwald
04422_03537;2011-06-10;3;37;4;;;155000;4189.19;16.8694828;52.4083204;Grunwald Polnoc;Grunwald
04287_04531;2011-06-10;4;47;0;1;2.1;270000;5744.68;16.874149;52.405113;Grunwald Polnoc;Grunwald
00488_04882;2011-06-10;4;56.9;9;1;2.7;320000;5623.9;16.9073989;52.4310128;Winiary;Jezyce
09295_06313;2011-06-10;3;49.7;3;;;210000;4225.35;16.9155379;52.461405;Jana III Sobieskiego i Marysienki;Nowe Miasto
09294_06959;2011-06-10;4;62.7;7;;;255000;4066.99;16.906955;52.4611309;Jana III Sobieskiego i Marysienki;Nowe Miasto
02872_07313;2011-06-10;3;54.6;0;;;295000;5402.93;16.8937829;52.3863429;Gorczyn;Grunwald
10979_09648;2011-06-10;3;46;;;;205000;4456.52;16.905514;52.364491;Zielony Debiec;Wilda
02478_10442;2011-06-10;2;35.1;;;;230000;6552.71;16.9638509;52.3981003;Rataje;Stare Miasto
11495_11257;2011-06-10;3;52.7;2;;;338000;6413.66;16.9167617;52.3775279;Wilda;Wilda
10538_12017;2011-06-10;5;84.9;5;;;330000;3886.93;16.967475;52.3830539;Zegrze;Stare Miasto
11532_12257;2011-06-10;3;64.36;1;1;3.84;218000;3387.2;16.9156471;52.3860961;Wilda;Wilda
04337_01111;2011-06-13;2;39;3;2;35;186000;4769.23;16.9043166;52.3939602;Sw. Lazarz;Grunwald
