dwelling_id;trans_date;trans_dwelling_rooms;trans_dwelling_floor_area;trans_dwelling_storey;trans_dwelling_spaces;trans_dwelling_spaces_floor_area;trans_dwelling_price;trans_dwelling_price_m2;lon;lat;pzn_precinct;pzn_district
11302_10601;2011-03-23;2;36.4;;;;185000;5082.42;16.9073757;52.3647472;Zielony Debiec;Wilda
11362_12158;2011-03-23;2;43.75;3;;;275000;6285.71;16.9164956;52.3915766;Wilda;Wilda
02758_01738;2011-03-24;4;52.7;;1;4.6;265000;5028.46;16.887242;52.387147;Gorczyn;Grunwald
07274_03919;2011-03-24;3;47.3;;4;47.3;220000;4651.16;16.937608;52.4013816;Stare Miasto;Nowe Miasto
00383_05125;2011-03-24;3;55.1;3;;;355000;6442.83;16.8742028;52.4463807;Strzeszyn;Jezyce
03852_05635;2011-03-24;3;50.4;2;1;15.2;360000;7142.86;16.8955858;52.3947971;Sw. Lazarz;Grunwald
09148_05877;2011-03-24;4;62.7;3;;;278000;4433.81;16.9080559;52.4586459;Piatkowo;Nowe Miasto
02705_06961;2011-03-24;2;30.9;4;1;1.39;140000;4530.74;16.8652081;52.3834505;Grunwald Poludnie;Grunwald
09159_07764;2011-03-24;3;49.4;4;;;251000;5080.97;16.9218154;52.4576487;Piatkowo;Nowe Miasto
05835_09830;2011-03-24;3;50.3;;1;3.8;230000;4572.56;16.9643118;52.4133521;Ostrow Tumski-Srodka-Zawady-Komandoria;Stare Miasto
00155_10064;2011-03-24;1;39.7;3;;;265000;6675.06;16.995743;52.4065109;Warszawskie-Pomet-Maltanskie;Stare Miasto
10851_10616;2011-03-24;2;48.52;;1;1.61;263000;5420.45;16.911072;52.3767969;Wilda;Wilda
06056_11398;2011-03-24;2;47.1;5;;;405000;8598.73;16.9401039;52.385694;Rataje;Stare Miasto
10309_11988;2011-03-24;4;63.7;4;;;265000;4160.13;16.953392;52.381625;Rataje;Stare Miasto
06068_12265;2011-03-24;3;37.91;1;;;210000;5539.44;16.942117;52.387189;Rataje;Stare Miasto
04683_01187;2011-03-25;;47.6;4;;3.3;223000;4684.87;16.8769225;52.4069096;Grunwald Polnoc;Grunwald
00975_02444;2011-03-25;1;36;2;1;12.7;190000;5277.78;16.9047311;52.4175177;Jezyce;Jezyce
10206_03370;2011-03-25;4;54.3;1;1;5.3;320000;5893.19;16.8991547;52.4590295;Piatkowo;Nowe Miasto
09128_03626;2011-03-25;1;27.9;;;;205000;7347.67;16.903955;52.4561859;Piatkowo;Nowe Miasto
06538_03986;2011-03-25;4;83;;1;16.7;505000;6084.34;16.9433409;52.4558247;Naramowice;Nowe Miasto
00985_04435;2011-03-25;2;66.5;;;;361000;5428.57;16.8981661;52.4100516;Jezyce;Jezyce
03921_05227;2011-03-25;2;34.7;3;2;6.6;120000;3458.21;16.9038799;52.3935918;Sw. Lazarz;Grunwald
08112_05907;2011-03-25;3;38.1;8;1;2;190000;4986.88;16.943382;52.4339639;Nowe Winogrady Wschod;Nowe Miasto
02707_06947;2011-03-25;5;62.85;6;1;2.28;274000;4359.59;16.887814;52.3867829;Gorczyn;Grunwald
09007_07592;2011-03-25;4;59.1;2;1;3.7;328000;5549.92;16.9485462;52.4299651;Stare Winogrady;Nowe Miasto
03909_08442;2011-03-25;3;61.95;0;;;396500;6400.32;16.9001697;52.404107;Sw. Lazarz;Grunwald
00010_09404;2011-03-25;4;46.2;;;;250000;5411.26;16.9663879;52.4199099;Glowna;Stare Miasto
00006_10007;2011-03-25;3;38.3;2;;;250000;6527.42;16.996171;52.4065499;Warszawskie-Pomet-Maltanskie;Stare Miasto
06030_11966;2011-03-25;3;43.7;4;;;210000;4805.49;16.9475099;52.395545;Rataje;Stare Miasto
12143_12011;2011-03-25;4;78.8;16;;;297000;3769.04;16.981649;52.392944;Chartowo;Stare Miasto
01059_00248;2011-03-28;4;61.34;1;;;382800;6244.7;16.892518;52.4149449;Jezyce;Jezyce
02706_02561;2011-03-28;3;36.2;;1;2.1;206000;5690.61;16.8823756;52.3875922;Gorczyn;Grunwald
09020_06658;2011-03-28;3;66;16;1;2.2;270000;4090.91;16.932989;52.4362299;Nowe Winogrady Polnoc;Nowe Miasto
03396_07218;2011-03-28;3;66.81;2;;;390000;5837.45;16.861714;52.389945;Grunwald Poludnie;Grunwald
00404_08443;2011-03-28;4;96.88;1;;;440000;4541.7;16.8838629;52.445136;Podolany;Jezyce
00409_08444;2011-03-28;4;96.16;1;;;500000;5199.67;16.8838629;52.445136;Podolany;Jezyce
03776_08447;2011-03-28;3;47.87;-0.5;1;2.05;100000;2088.99;16.8409642;52.4088581;Lawica;Grunwald
10860_09632;2011-03-28;2;36.1;;;;172000;4764.54;16.906519;52.363278;Zielony Debiec;Wilda
12138_10699;2011-03-28;2;35.24;;;;220000;6242.91;16.9861157;52.3941873;Chartowo;Stare Miasto
00254_11032;2011-03-28;2;34.4;1;1;5.7;175000;5087.21;16.9690899;52.312582;Gluszyna;Stare Miasto
05866_11105;2011-03-28;2;33;2;1;10;148000;4484.85;16.954469;52.4117199;Ostrow Tumski-Srodka-Zawady-Komandoria;Stare Miasto
08174_00727;2011-03-29;3;52.5;2;;;240000;4571.43;16.9251863;52.4278032;Stare Winogrady;Nowe Miasto
07292_01077;2011-03-29;;99.29;;;;1000000;10071.51;16.9372875;52.4087475;Stare Miasto;Nowe Miasto
06616_02096;2011-03-29;5;63.5;;1;5.28;285000;4488.19;16.9455579;52.445704;Naramowice;Nowe Miasto
01017_02731;2011-03-29;2;35.49;2;1;4;185000;5212.74;16.9063803;52.4109956;Jezyce;Jezyce
07290_08032;2011-03-29;3;82.04;1;;;500000;6094.59;16.9304634;52.4025108;Stare Miasto;Nowe Miasto
07290_08033;2011-03-29;2;76.48;1;;;466000;6093.1;16.9304634;52.4025108;Stare Miasto;Nowe Miasto
07290_08034;2011-03-29;5;128.58;1;;;642900;5000;16.9304634;52.4025108;Stare Miasto;Nowe Miasto
10844_09589;2011-03-29;3;42.7;;;;199000;4660.42;16.9079069;52.3651629;Zielony Debiec;Wilda
07278_00757;2011-03-30;7;196;3;;;1000000;5102.04;16.9210936;52.4085291;Stare Miasto;Nowe Miasto
01030_01577;2011-03-30;3;54.6;;;;280000;5128.21;16.8927072;52.4153262;Jezyce;Jezyce
03867_02473;2011-03-30;3;43.2;;1;3.2;228000;5277.78;16.8806545;52.4107035;Grunwald Polnoc;Grunwald
09104_03336;2011-03-30;4;63.3;2;1;2.7;314000;4960.51;16.9414001;52.4343048;Nowe Winogrady Wschod;Nowe Miasto
01039_04320;2011-03-30;3;51.7;0;;;250000;4835.59;16.90898;52.406841;Jezyce;Jezyce
09135_06227;2011-03-30;2;31.2;2;;;150000;4807.69;16.906955;52.4611309;Jana III Sobieskiego i Marysienki;Nowe Miasto
09093_07773;2011-03-30;2;31.2;7;;;159500;5112.18;16.9235732;52.4524629;Piatkowo;Nowe Miasto
08058_08181;2011-03-30;2;65;16;2;7.5;238000;3661.54;16.9404699;52.440858;Nowe Winogrady Polnoc;Nowe Miasto
04034_08448;2011-03-30;2;65.15;2;;;300000;4604.76;16.8936077;52.3892956;Sw. Lazarz;Grunwald
10869_10102;2011-03-30;2;36.7;;;;170000;4632.15;16.9055569;52.3637499;Zielony Debiec;Wilda
00014_12311;2011-03-30;2;37.23;0;;;235000;6312.11;16.989811;52.4134509;Warszawskie-Pomet-Maltanskie;Stare Miasto
07341_00437;2011-03-31;;43.93;2;;;250000;5690.87;16.9224257;52.4111978;Stare Miasto;Nowe Miasto
06545_02755;2011-03-31;2;42.7;;;;281700;6597.19;16.9464739;52.44959;Naramowice;Nowe Miasto
03890_03198;2011-03-31;3;36;;;;195000;5416.67;16.882637;52.409326;Grunwald Polnoc;Grunwald
03385_04376;2011-03-31;3;63.5;2;;;349000;5496.06;16.8573245;52.388951;Grunwald Poludnie;Grunwald
07357_06012;2011-03-31;1;35.21;3;;;220000;6248.22;16.9413159;52.4045096;Stare Miasto;Nowe Miasto
08059_07510;2011-03-31;2;26.5;12;1;2.2;120000;4528.3;16.942892;52.4378419;Nowe Winogrady Wschod;Nowe Miasto
08136_08036;2011-03-31;4;72.7;4;;;441000;6066.02;16.9449931;52.4321291;Nowe Winogrady Poludnie;Nowe Miasto
05832_10444;2011-03-31;2;43;;1;5;190000;4418.6;16.954469;52.4117199;Ostrow Tumski-Srodka-Zawady-Komandoria;Stare Miasto
11370_10789;2011-03-31;2;40.32;2;;;283000;7018.85;16.9143079;52.3856922;Wilda;Wilda
06025_12163;2011-03-31;3;43.34;7;;;193000;4453.16;16.943275;52.391365;Rataje;Stare Miasto
06556_02155;2011-04-01;2;49.4;;1;3;264000;5344.13;16.9446402;52.4557805;Naramowice;Nowe Miasto
08095_07599;2011-04-01;3;46.8;12;1;2.5;252000;5384.62;16.923413;52.442088;Nowe Winogrady Polnoc;Nowe Miasto
00340_09974;2011-04-01;3;44.14;1;;;315000;7136.38;17.0218339;52.408302;Antoninek-Zieliniec-Kobylepole;Stare Miasto
11356_11849;2011-04-01;3;48.6;4;;;256576.34;5279.35;16.9244388;52.3960773;Wilda;Wilda
06542_03286;2011-04-04;1;37.2;;;;189600;5096.77;16.9468182;52.4487485;Naramowice;Nowe Miasto
06543_03301;2011-04-04;3;48.8;3;;;248000;5081.97;16.9468182;52.4487485;Naramowice;Nowe Miasto
08137_05843;2011-04-04;3;46.8;7;;;250000;5341.88;16.915073;52.44571;Piatkowo;Nowe Miasto
08138_07659;2011-04-04;5;64.9;2;1;3.3;297000;4576.27;16.9414209;52.4393309;Nowe Winogrady Wschod;Nowe Miasto
00391_07809;2011-04-04;3;41.58;4;1;3.03;250000;6012.51;16.915836;52.424901;Winiary;Jezyce
11376_09708;2011-04-04;;41.1;;;;255000;6204.38;16.9226385;52.3869774;Wilda;Wilda
06512_03105;2011-04-05;2;46.3;3;;;292000;6306.7;16.9464319;52.4527669;Naramowice;Nowe Miasto
07251_03678;2011-04-05;2;28.7;;;;208000;7247.39;16.921065;52.462546;Piatkowo;Nowe Miasto
06517_05309;2011-04-05;2;37.72;3;;;250000;6627.78;16.9438294;52.4532617;Naramowice;Nowe Miasto
06087_10372;2011-04-05;2;32.4;4;;;189000;5833.33;16.9389525;52.3826941;Rataje;Stare Miasto
12136_11936;2011-04-05;4;62.9;0;;;290500;4618.44;16.988905;52.389533;Chartowo;Stare Miasto
03875_01292;2011-04-06;3;70.46;5;1;4.23;295000;4186.77;16.8975261;52.3991649;Sw. Lazarz;Grunwald
07269_01331;2011-04-06;;83.7;1;;;633913.04;7573.63;16.9352309;52.4093499;Stare Miasto;Nowe Miasto
07269_01332;2011-04-06;;148.3;1;;;1123169.71;7573.63;16.9352309;52.4093499;Stare Miasto;Nowe Miasto
07222_03543;2011-04-06;4;77.7;2;;;250000;3217.5;16.9286921;52.4093507;Stare Miasto;Nowe Miasto
03883_04704;2011-04-06;3;37;4;;;225000;6081.08;16.8789765;52.4096031;Grunwald Polnoc;Grunwald
07287_06911;2011-04-06;3;52.7;2;;;476000;9032.26;16.9302746;52.4158372;Stare Miasto;Nowe Miasto
07310_07054;2011-04-06;3;56.8;6;;;601451.82;10588.94;16.9300126;52.4167299;Stare Miasto;Nowe Miasto
08162_07647;2011-04-06;3;38.6;3;1;2.5;225000;5829.02;16.9298833;52.4321917;Nowe Winogrady Poludnie;Nowe Miasto
08142_08432;2011-04-06;3;38.1;;1;1.9;185000;4855.64;16.9298833;52.4321917;Nowe Winogrady Poludnie;Nowe Miasto
07314_00574;2011-04-07;4;95.22;4;;;333270;3500;16.937482;52.4065609;Stare Miasto;Nowe Miasto
03793_02659;2011-04-07;4;50.6;;;;225000;4446.64;16.874596;52.407716;Grunwald Polnoc;Grunwald
00395_03465;2011-04-07;3;34;;1;21.2;157000;4617.65;16.912194;52.4245869;Winiary;Jezyce
03915_07087;2011-04-07;3;48;8;1;2.3;245000;5104.17;16.8705919;52.394568;Grunwald Poludnie;Grunwald
03927_08335;2011-04-07;3;45.8;1;1;2.7;255000;5567.69;16.8977903;52.394415;Sw. Lazarz;Grunwald
11351_11630;2011-04-07;3;58.1;1;1;4.29;205000;3528.4;16.9188473;52.3881837;Wilda;Wilda
06090_11677;2011-04-07;3;49.4;2;;;228000;4615.38;16.956062;52.3902609;Rataje;Stare Miasto
07235_01906;2011-04-08;3;59.39;;1;3.94;197000;3317.06;16.9331312;52.4025292;Stare Miasto;Nowe Miasto
03394_02276;2011-04-08;2;37.8;;;;154000;4074.07;16.8839586;52.3812446;Gorczyn;Grunwald
04685_02877;2011-04-08;5;116.8;2;2;30.9;510000;4366.44;16.878384;52.406244;Grunwald Polnoc;Grunwald
01144_04463;2011-04-08;2;50.45;3;;;376000;7452.92;16.9050482;52.4173984;Jezyce;Jezyce
08098_04673;2011-04-08;2;46.4;4;;;320000;6896.55;16.9458793;52.4302572;Nowe Winogrady Poludnie;Nowe Miasto
06563_07178;2011-04-08;4;59.1;1;;;298000;5042.3;16.9421879;52.45102;Naramowice;Nowe Miasto
04081_08360;2011-04-08;3;40.53;;1;4.33;142000;3503.58;16.9005762;52.3935185;Sw. Lazarz;Grunwald
00008_09393;2011-04-08;4;49.13;2;;;270000;5495.62;16.9822339;52.4109679;Warszawskie-Pomet-Maltanskie;Stare Miasto
09145_07594;2011-04-09;3;46.8;3;;;285000;6089.74;16.9249351;52.4621032;Piatkowo;Nowe Miasto
03882_00276;2011-04-11;2;26.5;2;;;157000;5924.53;16.878341;52.4105799;Grunwald Polnoc;Grunwald
03912_00438;2011-04-11;3;37.4;;;;168000;4491.98;16.873582;52.408921;Grunwald Polnoc;Grunwald
04698_00842;2011-04-11;2;37.2;3;1;7;204500;5497.31;16.903444;52.3976619;Sw. Lazarz;Grunwald
07302_02311;2011-04-11;5;122.2;2;;;970000;7937.81;16.9426299;52.4022248;Stare Miasto;Nowe Miasto
06592_02931;2011-04-11;3;47.9;2;;;283000;5908.14;16.9464319;52.4527669;Naramowice;Nowe Miasto
00414_07692;2011-04-11;4;52.48;3;1;6.18;300000;5716.46;16.9136149;52.4262814;Winiary;Jezyce
01182_08458;2011-04-11;5;127.5;0;;;320000;2509.8;16.9087536;52.409113;Jezyce;Jezyce
00009_09394;2011-04-11;3;45.48;;1;;230000;5057.17;16.9898609;52.412472;Warszawskie-Pomet-Maltanskie;Stare Miasto
05826_11034;2011-04-11;2;53.96;3;;;319000;5911.79;16.9525272;52.4110915;Ostrow Tumski-Srodka-Zawady-Komandoria;Stare Miasto
06051_11520;2011-04-11;3;49.4;14;;;228000;4615.38;16.956062;52.3902609;Rataje;Stare Miasto
06023_11726;2011-04-11;3;49.4;2;;;244000;4939.27;16.958123;52.3904349;Rataje;Stare Miasto
12432_11948;2011-04-11;3;53.8;0;2;23;200000;3717.47;17.0258179;52.3515419;Szczepankowo-Splawie-Krzesinki;Stare Miasto
11451_12362;2011-04-11;5;85.8;2;1;4.7;211035.4;2459.62;16.924264;52.395652;Wilda;Wilda
11451_12363;2011-04-11;3;55.7;3;1;5.4;137000;2459.61;16.924264;52.395652;Wilda;Wilda
11451_12364;2011-04-11;3;58.5;4;1;7.8;143887.5;2459.62;16.924264;52.395652;Wilda;Wilda
11451_12365;2011-04-11;3;59.1;3;1;5;145367.1;2459.68;16.924264;52.395652;Wilda;Wilda
06557_02752;2011-04-12;5;128.9;3;;;575000;4460.82;16.9472402;52.4488733;Naramowice;Nowe Miasto
06561_02939;2011-04-12;4;69.9;4;;;47300;676.68;16.9464319;52.4527669;Naramowice;Nowe Miasto
09192_03708;2011-04-12;3;49.3;0;1;2.6;279000;5659.23;16.9254179;52.4578263;Piatkowo;Nowe Miasto
02762_06086;2011-04-12;5;63.56;4;1;4;260000;4090.62;16.8862929;52.3867069;Gorczyn;Grunwald
07351_07034;2011-04-12;3;71;0;;;220000;3098.59;16.9293123;52.4075421;Stare Miasto;Nowe Miasto
12159_11508;2011-04-12;4;78.8;10;;;291000;3692.89;16.981649;52.392944;Chartowo;Stare Miasto
03868_06594;2011-04-13;2;29.6;4;1;2;155000;5236.49;16.8853008;52.3900622;Sw. Lazarz;Grunwald
02722_06961;2011-04-13;2;30.9;4;1;1.39;154000;4983.82;16.8652081;52.3834505;Grunwald Poludnie;Grunwald
03996_08427;2011-04-13;3;47.91;0;8;57.45;200000;4174.49;16.886485;52.4062349;Stary Grunwald;Grunwald
06083_10375;2011-04-13;3;46.6;6;;;260000;5579.4;16.9389525;52.3826941;Rataje;Stare Miasto
02406_10855;2011-04-13;3;55.5;2;;;480000;8648.65;16.9649499;52.3969759;Rataje;Stare Miasto
01051_00245;2011-04-14;3;64.4;;;;300000;4658.39;16.9049498;52.4099582;Jezyce;Jezyce
04014_01192;2011-04-14;3;51;2;1;3;225000;4411.76;16.8766612;52.3994948;Stary Grunwald;Grunwald
09131_05840;2011-04-14;3;47.97;3;1;3.03;363000;7567.23;16.9187711;52.4582866;Piatkowo;Nowe Miasto
09221_06990;2011-04-14;4;58.4;1;;;313000;5359.59;16.926664;52.446813;Piatkowo;Nowe Miasto
08119_07990;2011-04-14;5;64.9;1;1;2.9;295000;4545.45;16.9298018;52.4375398;Nowe Winogrady Polnoc;Nowe Miasto
00397_08466;2011-04-14;3;92.2;0;;;430000;4663.77;16.8838629;52.445136;Podolany;Jezyce
07317_08467;2011-04-14;1;21.74;1;;;130440;6000;16.937482;52.4065609;Stare Miasto;Nowe Miasto
11320_09476;2011-04-14;;77.33;4;;;347500;4493.73;16.915391;52.37663;Wilda;Wilda
11361_10401;2011-04-14;2;39;;;;120000;3076.92;16.9182798;52.3896958;Wilda;Wilda
06076_12339;2011-04-14;3;49.4;14;;;202000;4089.07;16.9600539;52.3906276;Rataje;Stare Miasto
10367_12344;2011-04-14;4;47.2;0;;;225000;4766.95;16.948097;52.380078;Rataje;Stare Miasto
03922_01787;2011-04-15;2;30.1;2;;;150000;4983.39;16.9029623;52.3952447;Sw. Lazarz;Grunwald
06559_03022;2011-04-15;3;47.7;;;;305000;6394.13;16.9464319;52.4527669;Naramowice;Nowe Miasto
06585_03147;2011-04-15;2;46.5;1;;;279000;6000;16.9464319;52.4527669;Naramowice;Nowe Miasto
00451_03822;2011-04-15;2;33.39;3;;;220000;6588.8;16.8784556;52.4451786;Strzeszyn;Jezyce
08092_05386;2011-04-15;3;38.1;11;1;1.8;184000;4829.4;16.943804;52.433423;Nowe Winogrady Wschod;Nowe Miasto
08093_05807;2011-04-15;3;42.55;5;;;285000;6698;16.9555139;52.4306767;Stare Winogrady;Nowe Miasto
04082_08450;2011-04-15;4;47.7;0;;1.76;200000;4192.87;16.8950637;52.3889452;Sw. Lazarz;Grunwald
12361_10065;2011-04-15;4;64.7;;;;400000;6182.38;17.0050174;52.3887426;Antoninek-Zieliniec-Kobylepole;Stare Miasto
06089_11540;2011-04-15;3;37.53;4;;;230000;6128.43;16.957052;52.3897599;Rataje;Stare Miasto
10285_11732;2011-04-15;3;48.8;14;;;225000;4610.66;16.9592399;52.377404;Zegrze;Stare Miasto
04237_00097;2011-04-18;5;102.73;;;;890000;8663.49;16.8805289;52.3985497;Grunwald Poludnie;Grunwald
04237_00098;2011-04-18;5;102.73;;;;890000;8663.49;16.8805289;52.3985497;Grunwald Poludnie;Grunwald
03879_02461;2011-04-18;3;37.2;4;;;225400;6059.14;16.87416;52.4079149;Grunwald Polnoc;Grunwald
04083_04765;2011-04-18;2;34.41;2;;;125000;3632.66;16.8979399;52.3938829;Sw. Lazarz;Grunwald
08086_05402;2011-04-18;4;46.9;3;1;2.6;260000;5543.71;16.9298833;52.4321917;Nowe Winogrady Poludnie;Nowe Miasto
09121_07492;2011-04-18;2;32.1;4;;;170000;5295.95;16.917147;52.4501;Piatkowo;Nowe Miasto
09196_01733;2011-04-19;4;63.3;1;1;2.8;280000;4423.38;16.915892;52.4520445;Piatkowo;Nowe Miasto
09138_06100;2011-04-19;4;59.7;0;;;273000;4572.86;16.922296;52.4533119;Piatkowo;Nowe Miasto
02766_06462;2011-04-19;4;62.7;4;1;1.87;285000;4545.45;16.8670536;52.3900439;Grunwald Poludnie;Grunwald
07354_07105;2011-04-19;3;50.6;5;;;415000;8201.58;16.9300126;52.4167299;Stare Miasto;Nowe Miasto
00022_10089;2011-04-19;1;35.3;1;;;226000;6402.27;16.995342;52.4064829;Warszawskie-Pomet-Maltanskie;Stare Miasto
01086_00303;2011-04-20;3;49.95;;;;232500;4654.65;16.8844328;52.4159625;Ogrody;Jezyce
07304_00474;2011-04-20;3;38.5;;;;249000;6467.53;16.93148;52.411857;Stare Miasto;Nowe Miasto
01054_00503;2011-04-20;3;44.58;1;;;255000;5720.05;16.8941186;52.4124643;Jezyce;Jezyce
01133_01459;2011-04-20;4;106.35;1;2;21.6;400000;3761.17;16.8976392;52.4138201;Jezyce;Jezyce
01099_01479;2011-04-20;3;41.25;2;;;157500;3818.18;16.8975489;52.413703;Jezyce;Jezyce
01099_01481;2011-04-20;3;41.25;1;;;157500;3818.18;16.8975489;52.413703;Jezyce;Jezyce
01084_01687;2011-04-20;2;38;0;1;6.9;160000;4210.53;16.8924398;52.4143927;Jezyce;Jezyce
06603_03298;2011-04-20;1;37.2;2;;;210000;5645.16;16.9468182;52.4487485;Naramowice;Nowe Miasto
04058_04667;2011-04-20;4;79.3;0;;;420000;5296.34;16.8731543;52.3970209;Grunwald Poludnie;Grunwald
02772_06987;2011-04-20;2;30.9;5;1;1.75;172000;5566.34;16.8605459;52.3859375;Grunwald Poludnie;Grunwald
03945_07854;2011-04-20;2;35.1;0;1;7.4;150000;4273.5;16.8962837;52.3906159;Sw. Lazarz;Grunwald
12182_12355;2011-04-20;2;44.5;3;;;230000;5168.54;16.9808048;52.3899723;Chartowo;Stare Miasto
12180_12356;2011-04-20;2;44.5;9;;;220000;4943.82;16.9808048;52.3899723;Chartowo;Stare Miasto
07343_00331;2011-04-21;4;67.93;3;;;238000;3503.61;16.9322595;52.4114014;Stare Miasto;Nowe Miasto
00416_01166;2011-04-21;1;29.6;;1;6.6;155000;5236.49;16.8747459;52.447412;Strzeszyn;Jezyce
09114_01572;2011-04-21;3;42.6;1;;;284000;6666.67;16.923628;52.4604254;Piatkowo;Nowe Miasto
09119_01626;2011-04-21;4;79.7;5;;;330000;4140.53;16.921065;52.462546;Piatkowo;Nowe Miasto
02192_01988;2011-04-21;3;48.4;;1;6.8;310000;6404.96;16.877588;52.4565829;Podolany;Jezyce
01037_04244;2011-04-21;2;43.24;;;;210000;4856.61;16.9045641;52.4113353;Jezyce;Jezyce
07263_04290;2011-04-21;3;56.21;2;;;500000;8895.21;16.9408628;52.4114021;Stare Miasto;Nowe Miasto
08239_04346;2011-04-21;3;49.3;;1;3.3;260000;5273.83;16.918069;52.4339979;Winiary;Jezyce
09212_04871;2011-04-21;3;46.5;3;1;2.2;305000;6559.14;16.9027332;52.457388;Piatkowo;Nowe Miasto
09211_05683;2011-04-21;3;42.8;1;1;4.7;270000;6308.41;16.9024766;52.4589069;Piatkowo;Nowe Miasto
08114_05802;2011-04-21;2;26.5;7;1;2;164000;6188.68;16.944453;52.433704;Nowe Winogrady Wschod;Nowe Miasto
09141_06218;2011-04-21;2;31.2;7;;;189000;6057.69;16.9235732;52.4524629;Piatkowo;Nowe Miasto
04137_06455;2011-04-21;3;49.5;2;1;5.4;188000;3797.98;16.9053508;52.3921301;Sw. Lazarz;Grunwald
09122_07544;2011-04-21;4;68.5;3;;;363000;5299.27;16.90638;52.4570359;Piatkowo;Nowe Miasto
10896_10661;2011-04-21;3;74.04;3;;;450000;6077.8;16.9109069;52.3768139;Wilda;Wilda
10336_10884;2011-04-21;3;50.69;0;;;402500;7940.42;16.965853;52.3914039;Rataje;Stare Miasto
11523_10991;2011-04-21;2;73;2;1;16.85;380000;5205.48;16.9173535;52.3923208;Wilda;Wilda
10337_12348;2011-04-21;2;31.7;5;1;2;162000;5110.41;16.9487549;52.369053;Staroleka-Minikowo-Marlewo;Stare Miasto
06584_00631;2011-04-22;;42;2;;;270000;6428.57;16.9455579;52.445704;Naramowice;Nowe Miasto
09200_02184;2011-04-22;;30.8;0;;1.1;163000;5292.21;16.914929;52.4589179;Piatkowo;Nowe Miasto
04025_04668;2011-04-22;2;49.9;1;;;375000;7515.03;16.8731543;52.3970209;Grunwald Poludnie;Grunwald
05864_09931;2011-04-22;4;59.9;;;;60000;1001.67;16.9606133;52.4110936;Ostrow Tumski-Srodka-Zawady-Komandoria;Stare Miasto
11425_10408;2011-04-22;4;89.3;2;1;9.7;420000;4703.25;16.920565;52.38764;Wilda;Wilda
01093_02574;2011-04-26;2;36.7;;;;204500;5572.21;16.8939112;52.4154181;Jezyce;Jezyce
01346_03356;2011-04-26;3;46.6;1;1;12.2;260000;5579.4;16.8936372;52.4131083;Jezyce;Jezyce
04155_04682;2011-04-26;3;43.3;4;1;3.3;250000;5773.67;16.875556;52.406726;Grunwald Polnoc;Grunwald
01136_05415;2011-04-26;1;32.64;0;;;250000;7659.31;16.9050482;52.4173984;Jezyce;Jezyce
09199_06847;2011-04-26;1;29.7;2;1;3.1;205000;6902.36;16.921065;52.462546;Piatkowo;Nowe Miasto
08143_07752;2011-04-26;4;53.5;3;1;3;285000;5327.1;16.9397774;52.4309248;Nowe Winogrady Poludnie;Nowe Miasto
04131_08332;2011-04-26;4;53.5;1;;;280000;5233.64;16.8711759;52.407888;Grunwald Polnoc;Grunwald
10361_11767;2011-04-26;5;82.2;4;;;430000;5231.14;16.963131;52.3782749;Zegrze;Stare Miasto
06102_12345;2011-04-26;4;63.8;10;;;220000;3448.28;16.970501;52.382869;Zegrze;Stare Miasto
06070_12352;2011-04-26;3;43.7;2;;;190000;4347.83;16.9426859;52.388233;Rataje;Stare Miasto
00432_00456;2011-04-27;4;63.43;;;;355000;5596.72;16.9089919;52.4216441;Solacz;Jezyce
00447_01474;2011-04-27;2;31.7;0;1;5.1;195000;6151.42;16.8739227;52.4471497;Strzeszyn;Jezyce
04044_02708;2011-04-27;5;103;4;1;12;375000;3640.78;16.8963031;52.3980513;Sw. Lazarz;Grunwald
01540_04230;2011-04-27;6;87;;1;13.6;335000;3850.57;16.8928697;52.4141902;Jezyce;Jezyce
03910_05558;2011-04-27;3;55.04;3;1;7.2;195000;3542.88;16.9048206;52.3980654;Sw. Lazarz;Grunwald
11426_11118;2011-04-27;2;23.48;4;;;128000;5451.45;16.921694;52.3975189;Wilda;Wilda
02479_11278;2011-04-27;2;40;5;1;6;300000;7500;16.9558543;52.4022915;Rataje;Stare Miasto
10351_11569;2011-04-27;4;79.1;5;;;270000;3413.4;16.9592399;52.377404;Zegrze;Stare Miasto
12148_11860;2011-04-27;4;62.9;0;;;310000;4928.46;16.9884649;52.3874129;Chartowo;Stare Miasto
06112_12106;2011-04-27;2;25.11;9;;;153000;6093.19;16.9442865;52.3958519;Rataje;Stare Miasto
12147_12346;2011-04-27;4;62.9;5;;;248000;3942.77;16.990423;52.3878319;Chartowo;Stare Miasto
07346_00337;2011-04-28;;45.8;4;;4.8;330000;7205.24;16.9230899;52.4110224;Stare Miasto;Nowe Miasto
04017_01169;2011-04-28;2;42.5;3;;;190000;4470.59;16.8932402;52.4056298;Sw. Lazarz;Grunwald
02740_01202;2011-04-28;4;45.8;4;1;2.4;232000;5065.5;16.8823756;52.3875922;Gorczyn;Grunwald
01079_02106;2011-04-28;1;24.3;2;;;165000;6790.12;16.8984853;52.4190786;Jezyce;Jezyce
02763_02318;2011-04-28;2;27.1;1;;;154000;5682.66;16.8849722;52.3868107;Gorczyn;Grunwald
01124_03254;2011-04-28;3;75.6;3;;;400000;5291.01;16.9056464;52.4163005;Jezyce;Jezyce
00450_04604;2011-04-28;2;39.6;2;1;7;285000;7196.97;16.912699;52.4231068;Solacz;Jezyce
